05.06.98-exp-1	هی … اسباب‌بازی
06.06.98-exp-383	و من در شگفت بودم که این پسر کوچولو چی خواهد شد
06.06.98-exp-384	یا دختر کوچولوی دختر
06.06.98-exp-385	چون اون موقع نمی‌دونستیم
06.06.98-exp-386	خیلی خوش‌حال‌ام که اون کوچولو تو بودی
06.06.98-exp-387	این تقصیر تو نیست . تقصیر منه .
06.06.98-exp-388	خب ، فکر کنم ما باید …
06.06.98-exp-389	احتمالاً به دسته‌های مشخصی تقسیم بشیم و یه کاری انجام بدیم
06.06.98-exp-39	شاید باید بکشیمش
06.06.98-exp-390	می‌تونم یه لیوان آب بخورم ؟
06.06.98-exp-391	صدای ما رو می‌شنوی ؟
06.06.98-exp-392	اون‌ها پسره رو گرفتن و می‌خوان اون پسر رو با پدرش معاوضه کنن
06.06.98-exp-393	چرا اون‌ها این نامه رو با حروف بریده شده از مجله نوشتن ؟
06.06.98-exp-394	به‌خاطر این‌که هویت‌شون معلوم نشه
06.06.98-exp-395	پس چرا اسم‌شون رو پایین نامه نوشتن ؟
06.06.98-exp-396	ما الآنم می‌دونیم اون‌ها کی‌ان ، چون اون‌ها سعی دارن مارو بکشن .
06.06.98-exp-397	آقای روباه ، پسرت پیش ماست .
06.06.98-exp-398	اگه می‌خوای اون رو دوباره زنده ببینی …
06.06.98-exp-399	شما روباه اشتباهی رو گرفتین
06.06.98-exp-4	این اطراف ما با دزدهای شراب رفتار خوبی نداریم
06.06.98-exp-40	اون خیلی آب زیرکاهه
06.06.98-exp-400	من پسر اون هستم
06.06.98-exp-401	شباهت شما رو می‌بینم
06.06.98-exp-402	اون چی بود ؟!
06.06.98-exp-403	اینو ببین ، دختر !
06.06.98-exp-404	هنوز هم به لذت بخشی نگاه کردن به یه دسر خامه‌ای هستی
06.06.98-exp-405	یه موش روانی داره با من لاس می‌زنه ؟
06.06.98-exp-406	ببخشید ، می‌تونم مزاحم‌تون بشم ؟
06.06.98-exp-407	اون پسر توی یه جعبه‌ی سیب زندانی شده
06.06.98-exp-408	داخل اتاق زیرشیروانی
06.06.98-exp-409	اگر تو رو نمی‌کشتم ، این رو بهم می‌گفتی ؟
06.06.98-exp-41	البته . اون خیلی زرنگه . مگه نه ؟
06.06.98-exp-410	هیچ‌وقت
06.06.98-exp-411	تمام این سال‌هایی که هدر دادی
06.06.98-exp-412	دنبال چی بودی ، موش صحرایی ؟
06.06.98-exp-413	اون داره سعی می‌کنه یه چیزی بگه ، پدر !
06.06.98-exp-414	شراب سیب
06.06.98-exp-415	بگیر ، موش صحرایی !
06.06.98-exp-416	پیاله‌ای از بهترین شراب سیب
06.06.98-exp-417	مثل طلای مذاب
06.06.98-exp-418	اون خودشو آزاد کرد
06.06.98-exp-419	آزادی ؟
06.06.98-exp-42	فکر کنم کار کمی سختی باشه
06.06.98-exp-420	اما در پایان اون یه موش صحرایی مرده‌ی دیگه‌ست
06.06.98-exp-421	در ظرف آشغال پشت یه رستوران چینی
06.06.98-exp-422	اون ممکنه …
06.06.98-exp-423	نقشه‌ی خودکشی من کنسل شد
06.06.98-exp-424	ما اونو با یه نقشه‌ی نجات عوض می‌کنیم
06.06.98-exp-425	این‌طوری الآن خوش‌حال‌ام که اون سیل
06.06.98-exp-426	سخن‌رانی‌ای که داشتم می‌کردم رو ناقص گذاشت . چون اصلاً ازش خوشم نمی‌اومد .
06.06.98-exp-427	من دوباره شروع می‌کنم
06.06.98-exp-428	وقتی از روی این میز که برای میهمونی چند وقت قبل تدارک دیده شده ، به پایین نگاه می‌کنم …
06.06.98-exp-429	من دو تا وکیل فوق‌العاده ، یه پزشک ماهر
06.06.98-exp-43	اما می‌تونم تصور کنم اون روباه کجا زندگی می‌کنه
06.06.98-exp-430	یه آشپز معرکه ، یه معاملات ملکی زرنگ
06.06.98-exp-431	یه خیاط عالی ، یه حسابدار کاربلد ، یه موسیقی‌دان با استعداد
06.06.98-exp-432	یه ماهیگیر خوب و احتمالاً بهترین نقاش منظره‌ی این روزها رو می‌بینم
06.06.98-exp-433	شاید چند نفر از شما گه‌گاهی نوشته‌های منو در روزنامه می‌خونین
06.06.98-exp-434	کی می‌دونه ؟ شک دارم
06.06.98-exp-435	من همین‌طور یه اتاق پر از حیوون‌های وحشی می‌بینم .
06.06.98-exp-436	حیوون‌های وحشی با طبع واقعی و استعداد ذاتی
06.06.98-exp-437	حیوون‌های وحشی با نام‌های علمی لاتین
06.06.98-exp-439	حیوون‌های وحشی که هرکدوم قدرت و ضعف گونه‌ی خودشون رو دارن
06.06.98-exp-44	فردا شب ما بین شاخ و برگ‌ها ، مخفی می‌شیم
06.06.98-exp-440	به‌هرحال ، فکر می‌کنم این عالیه که تمام این تفاوت‌های زیبا الآن بین ماست .
06.06.98-exp-441	که به ما روزنه‌ی امیدی برای نجات اون بچه می‌ده .
06.06.98-exp-442	به من اجازه می‌ده که ما رو توی این مخصمه بندازه
06.06.98-exp-443	نمی‌دونم ، این فقط یه فکره . متشکرم که به حرف‌هام گوش کردین .
06.06.98-exp-444	به‌سلامتی همگی
06.06.98-exp-445	بیاین بخوریم
06.06.98-exp-446	من فقط تحت تأثیر حرف‌هاش …
06.06.98-exp-447	به من ملحق می‌شین ؟
06.06.98-exp-448	من می‌شم
06.06.98-exp-449	بیاین نقشه‌مون رو شروع کنیم . کی دستش تنده ؟
06.06.98-exp-45	صبر می‌کنیم تا از سوراخش توی درخت ، بیاد بیرون
06.06.98-exp-450	کاغذ داری ؟
06.06.98-exp-451	بفرما
06.06.98-exp-452	چی بلدی ؟
06.06.98-exp-453	می‌تونم تو تاریکی ببینم . می‌تونیم ازش استفاده کنیم .
06.06.98-exp-454	خرگوش ! من سریع هستم .
06.06.98-exp-455	شرط می‌بندم که هستی !
06.06.98-exp-456	سگ آبی ! من می‌تونم چوب رو سوراخ کنم .
06.06.98-exp-457	گورکن ! متخصص انفجار .
06.06.98-exp-458	چی ؟ از کی تا حالا ؟
06.06.98-exp-459	انفجار ، شعله ، سوزوندن چیزها ، متخصص انفجار .
06.06.98-exp-46	اونو تکه تکه می‌کنیم
06.06.98-exp-460	راسو ! موستلا نیوالیس . داد نزن !
06.06.98-exp-461	تو هم بچه‌ها رو مدیریت کن
06.06.98-exp-462	با هم یه واحد تشکیل بدین یا یه هم‌چین چیزی که کانال‌ها رو تمیز کنن
06.06.98-exp-463	برای روحیه‌ی افراد مهمه
06.06.98-exp-464	فکر کنم معنیش سرای‌داریه
06.06.98-exp-465	هی ! رفیق ! این‌جا ! هی !
06.06.98-exp-466	منم می‌خوام باهات بیام ، می‌خوام بجنگم
06.06.98-exp-467	هنوز کار یا اسم لاتینی به من ندادی . توانایی من چیه ؟
06.06.98-exp-468	گوش کن ! تو کایلی هستی . تو واقعاً آدم نازنینی هستی .
06.06.98-exp-469	فکر کنم … کار تو فقط اینه که … در دسترس باشی
06.06.98-exp-47	نظرتون چیه ، رفقا ؟
06.06.98-exp-470	اسم لاتینت رو هم نمی‌دونم
06.06.98-exp-471	شک دارم اصلاً زمان رم باستان صاریغی وجود داشته
06.06.98-exp-472	این حیرت‌آوره . ما کجاییم ؟
06.06.98-exp-473	درست این‌جا ، علامت بذار
06.06.98-exp-474	من چاره‌ای به‌جز این‌که شرایط شما رو قبول کنم ، ندارم .
06.06.98-exp-475	ماشین استیشن رو حرکت بدین
06.06.98-exp-476	درپوش سوراخ زیر ناودان کنار مغازه‌ی پینه‌دوز رو باز کنین .
06.06.98-exp-478	من خودم رو تسلیم شما می‌کنم در عوض این‌که اون پسر به‌سلامت برگرده .
06.06.98-exp-479	ارادتمند شما ، آقای روباه
06.06.98-exp-48	آره ، خب . بذار ببینم . چرا که نه ؟
06.06.98-exp-480	چرا اون این نامه رو با حروف بریده‌شده از مجله نوشته ؟
06.06.98-exp-481	نمی‌دونم اما تو هم همین کارو کردی
06.06.98-exp-482	من به این یارو اعتماد ندارم . به‌هرحال ، کمین کنین .
06.06.98-exp-484	بگیرین ، این کلاه‌های دزدی رو سرتون بذارین .
06.06.98-exp-485	اون پسر رو آوردین ؟
06.06.98-exp-486	البته که آوردیم . یه چیزی بگو پسر !
06.06.98-exp-487	بی خیال ! این صدا اصلاً شبیه صدای اون نیست .
06.06.98-exp-488	امشب شب آماتورهاست در دیکسی .
06.06.98-exp-489	چی رو داره می‌سوزونه ؟
06.06.98-exp-49	یه مهمونی کتاب‌خوانی دیگه ؟
06.06.98-exp-490	یکی چاق ، یکی کوتاه ، یکی لاغر
06.06.98-exp-491	این همه‌چیزی بود که داشتی ، آقای روباه ؟
06.06.98-exp-492	این آدم‌های وحشت‌ناک ، قیافه‌شون خیلی متفاوته
06.06.98-exp-493	با این وجود همه‌شون به یه اندازه بدجنس‌اند .
06.06.98-exp-494	معلوم نیست ، آیا اون‌ها …
06.06.98-exp-495	این آدم‌های وحشت‌ناک ، قیافه‌شون خیلی متفاوته
06.06.98-exp-496	بیست و هشت تا کاج شلیک شد . بیست و دوتاش به هدف خورد .
06.06.98-exp-497	بابا آتیش گرفته
06.06.98-exp-498	روباه ، نوبت توئه . ما آماده‌ایم .
06.06.98-exp-499	من پیداش می‌کنم و برش می‌گردونم خونه .
06.06.98-exp-5	بدجوری پیر شدی ، موش صحرایی
06.06.98-exp-50	ندیدمت توی تاریکی
06.06.98-exp-500	می‌دونم که موفق می‌شی .
06.06.98-exp-501	تو از گرگ‌ها می‌ترسی ؟
06.06.98-exp-502	ترس ، نه ! ازشون بدم می‌آد .
06.06.98-exp-503	خب ، منم هم‌چین حسی رو نسبت به رعدوبرق دارم .
06.06.98-exp-504	این احمقانه‌ست . منم از آمپول خوشم نمی‌آد .
06.06.98-exp-505	تو دیگه دوباره از کجا پیدات شد ؟ چه‌طوری اومدی تو ؟
06.06.98-exp-506	انگار دارم دیوونه می‌شم
06.06.98-exp-507	من یه روباه سوار موتورسیکلت با یه بچه‌روباه
06.06.98-exp-508	و یه چیزی شبیه یه صاریغ سوار موتور می‌بینم که از جاده به‌سمت شمال می‌رن
06.06.98-exp-509	این برای کسی معنی‌ای داره ؟
06.06.98-exp-51	راستشو بخوای یه جایی آتش گرفته بود
06.06.98-exp-510	من فرانکلین بین هستم
06.06.98-exp-511	دور بزن و هیکل نحست رو بیار این‌جا
06.06.98-exp-512	و ما رو هرچه سریع‌تر سوار کن
06.06.98-exp-513	یه کارت اعتباری داری ؟ البته
06.06.98-exp-514	می‌بینی ؟ این چیزیه که درباره‌ی در دسترس بودنت گفتم که چه‌قدر خوبه
06.06.98-exp-515	یه کارت تیتانیوم ؟
06.06.98-exp-516	چه‌طور اینو به تو دادن ؟
06.06.98-exp-517	صورت‌حساب‌هام رو سر وقت دادم . من همیشه خوش‌اعتبار بودم .
06.06.98-exp-518	بی خیال ! یه لحظه صبر کن !
06.06.98-exp-519	این چه کاریه که می‌کنی ؟ سوت و نچ‌نچ کردن
06.06.98-exp-52	یکی زنگ زده بود و می‌گفت شاید عمدی آتش راه انداختن
06.06.98-exp-520	منظورت چیه ؟ این نشونه‌ی منه
06.06.98-exp-521	یه زغال‌اخته بهم بده
06.06.98-exp-522	چی ؟ زغال‌اخته ؟
06.06.98-exp-523	تو نگفتی زغال‌اخته‌ها رو فراموش کردی ؟
06.06.98-exp-524	بهت که گفته بودم ، کف پنجه‌ات هم نوشته بودم .
06.06.98-exp-525	آره ، نوشته
06.06.98-exp-526	اون چیز سفید اطراف دهنش چیه ؟
06.06.98-exp-527	فکر کنم صابون خورده
06.06.98-exp-528	داروی هاری
06.06.98-exp-529	اون‌که صابون نیست
06.06.98-exp-53	باید با کلان‌تر صحبت می‌کردم تا ببینم …
06.06.98-exp-530	خب ، پس اون هاری داره
06.06.98-exp-531	درباره‌ی این سگه شنیده بودم
06.06.98-exp-532	شما دو تا ادامه بدین . من حواسشو پرت می‌کنم .
06.06.98-exp-533	کیه ؟ ها ! چیه ؟
06.06.98-exp-534	هی ، می‌تونم از وسطش رد بشم ، هان ؟
06.06.98-exp-535	می‌دونی چرا ؟
06.06.98-exp-536	چون من کوچیک‌ام
06.06.98-exp-537	اون بند کفش رو بده به من
06.06.98-exp-538	منم ، اومدم نجاتت بدم .
06.06.98-exp-539	احساسات متفاوتی راجع به این کارت دارم . سرزنشت نمی‌کنم .
06.06.98-exp-54	داره راستش رو می‌گه ؟
06.06.98-exp-540	می‌تونی خیلی سریع یه درس کاراته بهم بدی ؟
06.06.98-exp-541	بسیار خب ، این‌طوری بایست .
06.06.98-exp-542	روی پاشنه‌های پایت بایست . چشمات رو ببند .
06.06.98-exp-543	احساس می‌کنی وزنت از یه برش نون هم کمتره .
06.06.98-exp-544	احساس می‌کنم توی چشمات یه لطافتی هست . درسته ؟
06.06.98-exp-545	آره ، درست گفتم .
06.06.98-exp-546	بذار اصول تکنیک‌های کاراته رو مرور کنیم
06.06.98-exp-547	پریدن ، ضربه زدن و فرود اومدن .
06.06.98-exp-548	تو پسر خوبی هستی ، احتمالاً تنهایی .
